atualizacao,codigo,link,prj_brazil,prj_instituicao,prj_titulo,prj_valor
220430,agropolis_220430_4_159,https://www.agropolis-fondation.fr/Dossier-Agropolis-International-Systemes-complexes-de-la-biologie-aux,Y,agropolis,Ad hoc support : Dossier SC,Budgetallocated:7000€
220430,agropolis_220430_4_160,https://www.agropolis-fondation.fr/Agropolis-seminars-on-digital-plants,Y,agropolis,Agropolis computational plant seminar,Budgetallocated:22776€
220430,agropolis_220430_4_161,https://www.agropolis-fondation.fr/Agropolis-seminars-on-plant-modelling,Y,agropolis,Agropolis plant modelling seminar,Budgetallocated:20000€
220430,agropolis_220430_4_162,https://www.agropolis-fondation.fr/An-international-platform-for-the-elucidation-of-gene-function-using-rice-as-a,Y,agropolis,Platform REFUGE,Budgetallocated:328640€
220430,agropolis_220430_4_163,https://www.agropolis-fondation.fr/Analysis-and-prediction-of-spatial-and-temporal-variability-of-vine-water,Y,agropolis,Prédiction de l’état hydrique de la Vigne (rédaction PC),Budgetallocated:111632.31€
220430,agropolis_220430_4_164,https://www.agropolis-fondation.fr/Analysis-and-prediction-of-the-spatio-temporal-variability-in-vine-water-status,Y,agropolis,Prédiction de l’état hydrique de la Vigne (rédaction PC),Budgetallocated:111632.31€
220430,agropolis_220430_4_165,https://www.agropolis-fondation.fr/Animals-The-Invisibles-of-Work,Y,agropolis,Ad hoc support : Anim’Art,Budgetallocated:5000€
220430,agropolis_220430_4_166,https://www.agropolis-fondation.fr/Antioxidant-and-nutritional-potential-of-a-functional-food-derived-from,Y,agropolis,AntioxFunctional,Budgetallocated:9720€
220430,agropolis_220430_4_167,https://www.agropolis-fondation.fr/Antioxidant-and-nutritional-potential-of-a-functional-food-derived-from-1528,Y,agropolis,AntioxFunctional,Budgetallocated:9720€
220430,agropolis_220430_4_168,https://www.agropolis-fondation.fr/ANzAr-Colloquium-Agroecology-in-North-Africa,Y,agropolis,ANzAr,Budgetallocated:20000€
220430,agropolis_220430_4_169,https://www.agropolis-fondation.fr/APLIM-Advanced-Plant-Life-Imaging-and-Metrology,Y,agropolis,APLIM,Budgetallocated:300000€
220430,agropolis_220430_4_170,https://www.agropolis-fondation.fr/APLIM-Advanced-Plant-Life-Imaging-and-Metrology-1538,Y,agropolis,APLIM,Budgetallocated:300000€
220430,agropolis_220430_4_171,https://www.agropolis-fondation.fr/Arbopolis-Strengthening-African-livelihoods-food-and-nutrition-security-using,Y,agropolis,Arbopolis,Budgetallocated:237000€
220430,agropolis_220430_4_172,https://www.agropolis-fondation.fr/ARCAD-1344,Y,agropolis,ARCAD,Budgetallocated:3000000.04€
220430,agropolis_220430_4_173,https://www.agropolis-fondation.fr/Artisanal-manure-teas-in-fertigation-practices-co-designing-improvement,Y,agropolis,ManTea,Budgetallocated:67500€
220430,agropolis_220430_4_174,https://www.agropolis-fondation.fr/Artisanat-et-transformation-niebe,Y,agropolis,Artisanat,Budgetallocated:7169€
220430,agropolis_220430_4_175,https://www.agropolis-fondation.fr/Artisanat-et-transformation-niebe-1659,Y,agropolis,Ad hoc support : Artisanat,Budgetallocated:7169€
220430,agropolis_220430_4_176,https://www.agropolis-fondation.fr/ASEXADAPT,Y,agropolis,ASEXADAPT,Budgetallocated:0€
220430,agropolis_220430_4_177,https://www.agropolis-fondation.fr/Assessing-and-comparing-how-different-research-approaches-build-capacity-to,Y,agropolis,Capinnov,Budgetallocated:74980€
220430,agropolis_220430_4_178,https://www.agropolis-fondation.fr/Assessment-of-Diversification-Strategies-in-Smallholder-Coffee-ABSYSs,Y,agropolis,Coffee ABSYSs,Budgetallocated:166666.66666667€
220430,agropolis_220430_4_179,https://www.agropolis-fondation.fr/Assessment-of-farmer-s-tradictional-and-botanical-knowledge-regarding-the,Y,agropolis,REPROCROP,Budgetallocated:27102€
220430,agropolis_220430_4_180,https://www.agropolis-fondation.fr/Atelier-international-sur-la-modelisation-de-la-stabilite-des-arbres,Y,agropolis,International Workshop on Tree Stability Modelling,Budgetallocated:3507.65€
220430,agropolis_220430_4_181,https://www.agropolis-fondation.fr/Automated-recognition-of-weed-species-in-Camargue-rice-fields-using-visual,Y,agropolis,Automated identification of weed species in Camargue rice fields,Budgetallocated:15547.07€
220430,agropolis_220430_4_182,https://www.agropolis-fondation.fr/Auxin-transport-as-a-key-regulator-of-root-developmental-responses-to-nitrogen,Y,agropolis,Auxin/nitrogen interaction in root development,Budgetallocated:117264.97€
220430,agropolis_220430_4_183,https://www.agropolis-fondation.fr/AWARD-Improvment-of-pineapple-juice-microbial-quality-in-Rwanda,Y,agropolis,RWANDAJUICE,Budgetallocated:17638.75€
220430,agropolis_220430_4_184,https://www.agropolis-fondation.fr/AWARD-Detection-of-Sugarcane-yellow-leaf-virus-by-a-novel-reverse-transcription,Y,agropolis,Détection et diversité du SCYLV au Kenya,Budgetallocated:19491.15€
220430,agropolis_220430_4_185,https://www.agropolis-fondation.fr/AWARD-Estimation-of-Gene-Diversities-for-Postharvest-Physiological,Y,agropolis,PPD Manioc,Budgetallocated:20000€
220430,agropolis_220430_4_186,https://www.agropolis-fondation.fr/AWARD-Controle-biologique-des-contaminations-par-les-mycotoxines-dans-l,Y,agropolis,AWARD : Contrôle biologique des contaminations par les mycotoxines dans l’alimentation et développement d’une méthode rapide de détectionl,Budgetallocated:15600€
220430,agropolis_220430_4_187,https://www.agropolis-fondation.fr/AWARD-Evaluation-de-la-qualite-de-l-attieke-par-couplage-de-l-analyse,Y,agropolis,AWARD : Evaluation de la qualité de l’attiéké par couplage de l’analyse sensorielle et de méthodes instrumentales de mesure.,Budgetallocated:18792€
220430,agropolis_220430_4_188,https://www.agropolis-fondation.fr/AWARD-Phenotypage-a-haut-debit-de-traits-racinaires-pour-la-tolerance-a-la,Y,agropolis,AWARD : Phénotypage à haut débit de traits racinaires pour la tolérance à la sècheresse du mil,Budgetallocated:20000€
220430,agropolis_220430_4_189,https://www.agropolis-fondation.fr/AWARD-Etude-du-determinisme-genetique-de-la-resistance-au-Stem-borer-africain,Y,agropolis,AWARD,Budgetallocated:20000€
220430,agropolis_220430_4_190,https://www.agropolis-fondation.fr/AWARD-Technologies-adoption-the-economics-of-climate-change-adaptation,Y,agropolis,AWARD,Budgetallocated:20000€
220430,agropolis_220430_4_191,https://www.agropolis-fondation.fr/Bamenda-Raphia-PALM-management-and-GOVernance-Non-Timber-Forest-Product,Y,agropolis,PALM-A-GOV,Budgetallocated:20000€
220430,agropolis_220430_4_192,https://www.agropolis-fondation.fr/Bamenda-Raphia-PALM-management-and-GOVernance-Non-Timber-Forest-Product-1615,Y,agropolis,PALM-A-GOV,Budgetallocated:20000€
220430,agropolis_220430_4_193,https://www.agropolis-fondation.fr/Biofis-Bioagressors-and-invasive-species-from-individual-to-population-to,Y,agropolis,BIOFIS,Budgetallocated:1000000€
220430,agropolis_220430_4_194,https://www.agropolis-fondation.fr/Bio-aggressors-and-invasive-species-from-individuals-to-populations-and-species,Y,agropolis,BIOFIS,Budgetallocated:12938.36€
220430,agropolis_220430_4_195,https://www.agropolis-fondation.fr/Biochemical-and-structural-study-of-the-starch-of-plantain-Musa-paradisiaca-L,Y,agropolis,Ad hoc support : Plantain quality and ripening,Budgetallocated:3006€
220430,agropolis_220430_4_196,https://www.agropolis-fondation.fr/Biochemical-near-infra-red-spectroscopy-and-gene-expression-analyses-of-1638,Y,agropolis,Rubber-Redox,Budgetallocated:35397€
220430,agropolis_220430_4_197,https://www.agropolis-fondation.fr/Biochemical-near-infra-red-spectroscopy-and-gene-expression-analyses-of,Y,agropolis,Rubber-Redox,Budgetallocated:35397€
220430,agropolis_220430_4_198,https://www.agropolis-fondation.fr/Biocontrol-of-ochratoxinogenic-fungi-by-endogenous-lactic-acid-bacteria-of,Y,agropolis,Ad hoc support : Biocontrol of ochratoxinogenic fungi by endogenous lactic acid bacteria of coffee in a context of global warmin,Budgetallocated:58710€
220430,agropolis_220430_4_199,https://www.agropolis-fondation.fr/Biocontrol-of-toxigenic-fungal-contaminants-of-vines-and-cereals-by-selected,Y,agropolis,Biocontrol for mycotoxins,Budgetallocated:29916€
220430,agropolis_220430_4_200,https://www.agropolis-fondation.fr/BIOSORG-Diversifying-and-opimizing-biomass-sorghum-value-chains-for,Y,agropolis,BIOSORG,Budgetallocated:248520€
220430,agropolis_220430_4_201,https://www.agropolis-fondation.fr/Biotechnological-Strategies-for-the-control-of-Plant-Parasitic-Root-Knot,Y,agropolis,NemControl,Budgetallocated:40000€
220430,agropolis_220430_4_202,https://www.agropolis-fondation.fr/BotaCaching-1441,Y,agropolis,BotaCaching,Budgetallocated:19630€
220430,agropolis_220430_4_203,https://www.agropolis-fondation.fr/Bottom-up-mathematical-programming-for-sustainable-food-supply-in-the-21st-1500,Y,agropolis,MODELECO,Budgetallocated:170000€
220430,agropolis_220430_4_204,https://www.agropolis-fondation.fr/Building-capacities-in-agriculture-to-address-climate-change,Y,agropolis,Ad hoc support,Budgetallocated:10000€
220430,agropolis_220430_4_205,https://www.agropolis-fondation.fr/CAn-Local-Agriculture-help-improve-the-nutritional-quality-of-food-and-reduce,Y,agropolis,CALALOU,Budgetallocated:190000€
220430,agropolis_220430_4_206,https://www.agropolis-fondation.fr/Capacity-building-in-Farming-ABSYSs-Design-methodologies-for-Mediterranean-and,Y,agropolis,FSDCourse,Budgetallocated:59384€
220430,agropolis_220430_4_207,https://www.agropolis-fondation.fr/Capitalisation-and-strengthening-of-scientific-skills-on-methods-for-evaluating,Y,agropolis,Agroforestry innovation methods AIM,Budgetallocated:123032.85€
220430,agropolis_220430_4_208,https://www.agropolis-fondation.fr/Capitalization-and-Capacity-building-on-method-to-assess-and-develop,Y,agropolis,Agroforestry innovation methods,Budgetallocated:123032.85€
220430,agropolis_220430_4_209,https://www.agropolis-fondation.fr/Carbon-Hungry-Rice-and-Wheat,Y,agropolis,CHEW,Budgetallocated:190000€
220430,agropolis_220430_4_210,https://www.agropolis-fondation.fr/Cell-separation-processes-that-underlie-fruit-abscission-and-shedding-in-oil,Y,agropolis,Auxin/nitrogen interaction in root development,Budgetallocated:120000€
220430,agropolis_220430_4_211,https://www.agropolis-fondation.fr/Census-of-species-and-their-evolution-in-the-context-of-new-infrastructures,Y,agropolis,Ad hoc support : SYSTRA,Budgetallocated:23920€
220430,agropolis_220430_4_212,https://www.agropolis-fondation.fr/Chaire-Unesco-Reseau-Unitwin-Alimentations-du-monde,Y,agropolis,Ad hoc support :Chaire ADM,Budgetallocated:37597.68€
220430,agropolis_220430_4_213,https://www.agropolis-fondation.fr/Challenge-innovation-EcoBioMax-Soutien-a-l-organisation-d-un-seminaire-et-d-une,Y,agropolis,Ad hoc support : EcoBioMax,Budgetallocated:10000€
220430,agropolis_220430_4_214,https://www.agropolis-fondation.fr/Challenges-of-Agriculture-adaptation-to-Flood-Risk-in-Urban-Areas-synergies,Y,agropolis,CAFRUA,Budgetallocated:190000€
220430,agropolis_220430_4_215,https://www.agropolis-fondation.fr/CHAMAN-VALRHONA,Y,agropolis,CHAMAN,Budgetallocated:250000€
220430,agropolis_220430_4_216,https://www.agropolis-fondation.fr/Characterisation-of-associations-between-condensed-tannins-and-plant-cell-walls,Y,agropolis,Ad hoc support,Budgetallocated:0€
220430,agropolis_220430_4_217,https://www.agropolis-fondation.fr/Characterization-of-the-nutritional-composition-of-Ghanaian-fruits-and,Y,agropolis,Nutritional characterisation of Ghanaian fruits and vegetables,Budgetallocated:20000€
220430,agropolis_220430_4_218,https://www.agropolis-fondation.fr/Caracterisation-des-tubercules-et-des-substances-amylacees-d-igname-pour-la,Y,agropolis,Characterisation of yam tubers and starch substances for food quality and industrial applications,Budgetallocated:18840.64€
220430,agropolis_220430_4_219,https://www.agropolis-fondation.fr/Characteristics-of-natural-semi-natural-and-controlled-habitats-orchard-and,Y,agropolis,Parasitism of apple fruit fly,Budgetallocated:4784€
220430,agropolis_220430_4_220,https://www.agropolis-fondation.fr/Characterization-of-Plant-Mobile-Domain-proteins-at-the-interface-between,Y,agropolis,PMD-AraTom,Budgetallocated:29700€
220430,agropolis_220430_4_221,https://www.agropolis-fondation.fr/Chemometric-framework-for-near-infrared-spectroscopy-development-including-1442,Y,agropolis,CheMoocs,Budgetallocated:200000€
220430,agropolis_220430_4_222,https://www.agropolis-fondation.fr/Chloroplast-genomes-as-a-tool-for-population-genetics-phylogeography-and,Y,agropolis,Chloroplast genomes for crop evolution: Chlorodiv,Budgetallocated:45552€
220430,agropolis_220430_4_223,https://www.agropolis-fondation.fr/Clarifying-the-phylogenic-relationships-of-wild-and-cultivated-yam-species,Y,agropolis,PhyloYam,Budgetallocated:11880€
220430,agropolis_220430_4_224,https://www.agropolis-fondation.fr/Clarifying-the-phylogenic-relationships-of-wild-and-cultivated-yam-species-1507,Y,agropolis,PhyloYam,Budgetallocated:11880€
220430,agropolis_220430_4_225,https://www.agropolis-fondation.fr/Climate-impact-of-tropical-agroforestry-From-local-Data-to-global-Models,Y,agropolis,DM-TropAFS,Budgetallocated:150000€
220430,agropolis_220430_4_226,https://www.agropolis-fondation.fr/ClimCoffea-Drought-and-temperature-stress-adaptation-in-Robusta-coffee-from,Y,agropolis,,Budgetallocated:45000€
220430,agropolis_220430_4_227,https://www.agropolis-fondation.fr/Expression-of-effector-genes-from-Phytophthora-capsici,Y,agropolis,Ad hoc support : Pathogen Proteins,Budgetallocated:40000€
220430,agropolis_220430_4_228,https://www.agropolis-fondation.fr/Co-design-of-a-biomass-valorisation-scenario-in-a-circular-economy-approach-in,Y,agropolis,CONVER,Budgetallocated:45000€
220430,agropolis_220430_4_229,https://www.agropolis-fondation.fr/CoEx-1102,Y,agropolis,CoEx,Budgetallocated:10000€
220430,agropolis_220430_4_230,https://www.agropolis-fondation.fr/CoEx-1545,Y,agropolis,CoEx,Budgetallocated:10000€
220430,agropolis_220430_4_231,https://www.agropolis-fondation.fr/Coffee-genetic-engineering-based-on-genome-editing-using-CRISPR-Cas9-technology,Y,agropolis,COFEDIT,Budgetallocated:29624€
220430,agropolis_220430_4_232,https://www.agropolis-fondation.fr/CoLEarning-with-Models-to-Assess-diversificaTIon-Services-Assessing-the,Y,agropolis,CLEMATIS,Budgetallocated:67500€
220430,agropolis_220430_4_233,https://www.agropolis-fondation.fr/Collect-of-wild-cocoa-genetic-resources-related-to-aromatic-chocolate-qualities,Y,agropolis,Amazon wild cocoa collect,Budgetallocated:45672€
220430,agropolis_220430_4_234,https://www.agropolis-fondation.fr/Collective-strategies-for-an-agroecology-of-territory,Y,agropolis,SagiTerre,Budgetallocated:8500€
220430,agropolis_220430_4_235,https://www.agropolis-fondation.fr/Collective-strategies-for-territorial-agroecology-through-crop-livestock,Y,agropolis,SAGITERRES,Budgetallocated:65000€
220430,agropolis_220430_4_236,https://www.agropolis-fondation.fr/Colloque-joint-du-Reseau-Ecologie-des-Interactions-Durables-et-Immunite-des,Y,agropolis,REID-IMMUNINV-2019,Budgetallocated:4320€
220430,agropolis_220430_4_237,https://www.agropolis-fondation.fr/Combined-eco-physiological-approach-and-3D-modelling-to-understand-and-analyse,Y,agropolis,MecaFruit3D,Budgetallocated:149931€
220430,agropolis_220430_4_238,https://www.agropolis-fondation.fr/Combining-opto-physical-modelling-of-plant-structures-and-chemometrics-tools-1400,Y,agropolis,In-field hyperspectral imagery for high-throughput phenotyping,Budgetallocated:104000€
220430,agropolis_220430_4_239,https://www.agropolis-fondation.fr/Communicate-on-the-Impact-of-Climate-Change-on-the-Development-of-Living,Y,agropolis,Ad hoc support : COMICC,Budgetallocated:10000€
220430,agropolis_220430_4_240,https://www.agropolis-fondation.fr/COMmuniquer-sur-l-Impact-du-Changement-Climatique-sur-le-developpement-des,Y,agropolis,COMICC,Budgetallocated:10000€
220430,agropolis_220430_4_241,https://www.agropolis-fondation.fr/Community-seed-bank-for-social-justice-and-conservation-of-biodiversity,Y,agropolis,SeedAttach,Budgetallocated:240000€
220430,agropolis_220430_4_242,https://www.agropolis-fondation.fr/Comparative-dynamics-of-urban-food-styles,Y,agropolis,Food styles and new approaches to innovation,Budgetallocated:129620.5€
220430,agropolis_220430_4_243,https://www.agropolis-fondation.fr/Comparison-of-the-genomes-of-three-important-Arecaceae-co-evolution-of-sorghum,Y,agropolis,"Comparison of the genomes of three important Arecaceae, co-evolution of sorghum and striga and study of association in sorghum",Budgetallocated:93706.6€
220430,agropolis_220430_4_244,https://www.agropolis-fondation.fr/Comparison-of-three-Arecacea-genomes-oil-palm-Elaeis-guineensis-date-palm,Y,agropolis,"Comparaison des génomes de trois Arecaceae d’importance, co-évolution du sorgho et du striga et étude de l’association chez le sorgho",Budgetallocated:93706.6€
220430,agropolis_220430_4_245,https://www.agropolis-fondation.fr/Complete-digitisation-of-articles-from-the-scientific-journal-Acarologia,Y,agropolis,Ad hoc support,Budgetallocated:5400€
220430,agropolis_220430_4_246,https://www.agropolis-fondation.fr/Concept-Note-GenomHarvest,Y,agropolis,Concept Note GenomeHarvest,Budgetallocated:10000€
220430,agropolis_220430_4_247,https://www.agropolis-fondation.fr/Concept-Note-APLIM,Y,agropolis,Concept Note APLIM,Budgetallocated:10000€
220430,agropolis_220430_4_248,https://www.agropolis-fondation.fr/Concept-Note-APLIM-1472,Y,agropolis,Concept Note APLIM,Budgetallocated:10000€
220430,agropolis_220430_4_249,https://www.agropolis-fondation.fr/Concept-Note-CultiVar,Y,agropolis,Concept Note CultiVar,Budgetallocated:10000€
220430,agropolis_220430_4_250,https://www.agropolis-fondation.fr/Concept-Note-Plant-Epidemiosurveillance,Y,agropolis,Concept Note Plant Epidemiosurveillance,Budgetallocated:10000€
220430,agropolis_220430_4_251,https://www.agropolis-fondation.fr/Concept-Note-SAFE,Y,agropolis,Concept Note SAFE,Budgetallocated:5000€
220430,agropolis_220430_4_252,https://www.agropolis-fondation.fr/Concept-Note-SIMAG,Y,agropolis,Concept Note SIMAG,Budgetallocated:12000€
220430,agropolis_220430_4_253,https://www.agropolis-fondation.fr/Concept-Note-STRADIV,Y,agropolis,Concept Note STRADIV,Budgetallocated:10000€
220430,agropolis_220430_4_254,https://www.agropolis-fondation.fr/Conference-on-DEVelopment-of-innovative-ALTernative-crops-for-the-production-of,Y,agropolis,Ad hoc support : DEVALTCAN,Budgetallocated:6000€
220430,agropolis_220430_4_255,https://www.agropolis-fondation.fr/Conference-sur-le-DEVeloppement-de-cultures-ALTernatives-innovantes-de,Y,agropolis,DEVALTCAN,Budgetallocated:6000€
220430,agropolis_220430_4_256,https://www.agropolis-fondation.fr/Conference-Mathematical-and-Computational-Evolutionary-Biology-2016-June-12-16,Y,agropolis,Ad hoc support,Budgetallocated:3240€
220430,agropolis_220430_4_257,https://www.agropolis-fondation.fr/Conference-Recent-progress-in-drought-tolerance-from-genetics-to-modelling-8-9,Y,agropolis,Breeding for DROPS,Budgetallocated:13021€
220430,agropolis_220430_4_258,https://www.agropolis-fondation.fr/Conference-Recent-progress-in-drought-tolerance-from-genetics-to-modelling-8-9-1435,Y,agropolis,Ad hoc support : Breeding for DROPS,Budgetallocated:13021€
220430,agropolis_220430_4_259,https://www.agropolis-fondation.fr/SETER-Socio-ecological-theories-empirical-research,Y,agropolis,Socio-ecological theories & empirical research (SETER),Budgetallocated:235871.13€
220430,agropolis_220430_4_260,https://www.agropolis-fondation.fr/Congres-Biorefinery-for-Fuels-Food-and-Materials-BFFM-2015-15-17-juin-2015-1480,Y,agropolis,Ad hoc support,Budgetallocated:5000€
220430,agropolis_220430_4_261,https://www.agropolis-fondation.fr/Congress-Journees-Francophones-de-Virologie,Y,agropolis,Ad hoc support : JVF 2021,Budgetallocated:4212€
220430,agropolis_220430_4_262,https://www.agropolis-fondation.fr/Connecting-the-biologies-of-rice-disease-resistance-drought-tolerance-and,Y,agropolis,RICE CONNECTIONS,Budgetallocated:274989€
220430,agropolis_220430_4_263,https://www.agropolis-fondation.fr/Conservation-agriculture-in-rice-cropping-systems-in-Madagascar-sustainability,Y,agropolis,Conservation agriculture in rice cropping ABSYSs in Madagascar (CARIM),Budgetallocated:150000€
220430,agropolis_220430_4_264,https://www.agropolis-fondation.fr/Conservation-and-Sustainable-management-of-Garcinia-kola-genetic-re-sources,Y,agropolis,COSUkola,Budgetallocated:19872€
220430,agropolis_220430_4_265,https://www.agropolis-fondation.fr/Conservation-and-Sustainable-management-of-Garcinia-kola-genetic-re-sources-1516,Y,agropolis,COSUkola,Budgetallocated:19872€
220430,agropolis_220430_4_266,https://www.agropolis-fondation.fr/Consortium-International-en-Biologie-Avancee-CIBA-une-initiative-Agropolis,Y,agropolis,CIBA,Budgetallocated:50000€
220430,agropolis_220430_4_267,https://www.agropolis-fondation.fr/Construction-of-an-SSR-based-genetic-map-of-the-tropical-legume-Aeschynomene,Y,agropolis,Genetic map of Aeschynomene evenia,Budgetallocated:30160€
220430,agropolis_220430_4_268,https://www.agropolis-fondation.fr/Construction-of-regulatory-gene-networks-exploiting-natural-variability-in,Y,agropolis,Ad hoc support : EcoNet,Budgetallocated:11752€
220430,agropolis_220430_4_269,https://www.agropolis-fondation.fr/Controlling-the-nutritional-quality-of-germinating-pulses,Y,agropolis,Controlling the nutritional quality of germinating pulses,Budgetallocated:64800€
220430,agropolis_220430_4_270,https://www.agropolis-fondation.fr/Convergence-Cormier-Network-Resources-and-Resilience-of-a-forgotten-tree-in-the,Y,agropolis,Cormier 3R,Budgetallocated:10000€
220430,agropolis_220430_4_271,https://www.agropolis-fondation.fr/Cooperative-Training-and-Resource-Centre-on-the-Common-Agricultural-Policy,Y,agropolis,CAP-eye Centre,Budgetallocated:125000€
220430,agropolis_220430_4_272,https://www.agropolis-fondation.fr/Cotton-adaptation-to-water-stress-Genetic-and-morpho-physiological-determinism-1455,Y,agropolis,CAWaS,Budgetallocated:54964€
220430,agropolis_220430_4_273,https://www.agropolis-fondation.fr/Coupling-photon-and-proton-imaging-towards-a-3D-functional-imaging-in-plant,Y,agropolis,SENS Imaging,Budgetallocated:73338.72€
220430,agropolis_220430_4_274,https://www.agropolis-fondation.fr/Creation-of-a-multimedia-animation-for-the-public-communication-of-INRAE-s,Y,agropolis,Ad hoc support : ACCROCHE,Budgetallocated:5000€
220430,agropolis_220430_4_275,https://www.agropolis-fondation.fr/Creation-of-a-network-to-develop-a-programme-equivalent-to-the-ECOPHYTO-plan,Y,agropolis,Ad hoc support : ECO-COFFEE,Budgetallocated:15000€
220430,agropolis_220430_4_276,https://www.agropolis-fondation.fr/Creation-of-a-virtual-multimedia-exhibition-on-the-diversity-of-cultivated-1492,Y,agropolis,Ad hoc support,Budgetallocated:10000€
220430,agropolis_220430_4_277,https://www.agropolis-fondation.fr/Cryopreservation-of-endangered-American-plants,Y,agropolis,AMCRYO,Budgetallocated:50000€
220430,agropolis_220430_4_278,https://www.agropolis-fondation.fr/CultiVar-A-coordinated-Higher-Education-cursus-in-Plant-Breeding-with,Y,agropolis,CultiVar,Budgetallocated:900000€
220430,agropolis_220430_4_279,https://www.agropolis-fondation.fr/CultiVar-A-coordinated-Higher-Education-cursus-in-Plant-Breeding-with-1539,Y,agropolis,CultiVar,Budgetallocated:900000€
220430,agropolis_220430_4_280,https://www.agropolis-fondation.fr/Culture-of-impact-in-Agricultural-Research-Organizations-What-for-and-how,Y,agropolis,CIAR,Budgetallocated:17648€
220430,agropolis_220430_4_281,https://www.agropolis-fondation.fr/cycle-Research-Society,Y,agropolis,Ad hoc support : RenS,Budgetallocated:3000€
220430,agropolis_220430_4_282,https://www.agropolis-fondation.fr/De-l-idee-du-produit-jusqu-a-l-usine-Goodfood-ou-EFood-ou-BeFood,Y,agropolis,Goodfood,Budgetallocated:10000€
220430,agropolis_220430_4_283,https://www.agropolis-fondation.fr/Deciphering-citrus-tolerance-determinants-to-multifactorial-stresses-by-multi,Y,agropolis,COSMO,Budgetallocated:29985€
220430,agropolis_220430_4_284,https://www.agropolis-fondation.fr/Deciphering-genetic-and-environmental-effects-on-apple-tree-responses-to-water,Y,agropolis,APStress,Budgetallocated:73980€
220430,agropolis_220430_4_285,https://www.agropolis-fondation.fr/Deciphering-genetic-and-environmental-effects-on-apple-tree-responses-to-water-1513,Y,agropolis,APStress,Budgetallocated:73980€
220430,agropolis_220430_4_286,https://www.agropolis-fondation.fr/Deciphering-the-key-drivers-of-cucumber-mosaic-virus-epidemics-in-Espelette,Y,agropolis,What drives CMV in Espelette?,Budgetallocated:29992€
220430,agropolis_220430_4_287,https://www.agropolis-fondation.fr/Decision-support-tools-for-strengthening-family-farmers-capacity-to-design,Y,agropolis,Decision support tools for climate smart agriculture,Budgetallocated:30000€
220430,agropolis_220430_4_288,https://www.agropolis-fondation.fr/Demand-oriented-training-on-crop-agrobiodiversity-analysis-and-management-1503,Y,agropolis,DOTAM,Budgetallocated:143368€
220430,agropolis_220430_4_289,https://www.agropolis-fondation.fr/Designing-CLImate-smart-farming-ABSYSs-for-the-Mediterranean-Area,Y,agropolis,CLIMA,Budgetallocated:20000€
220430,agropolis_220430_4_290,https://www.agropolis-fondation.fr/Designing-CLImate-smart-farming-systems-for-the-Mediterranean-Area,Y,agropolis,CLIMA,Budgetallocated:20000€
220430,agropolis_220430_4_291,https://www.agropolis-fondation.fr/Designing-REsilient-stone-fruit-trees-via-integrative-phenotyping-in-low,Y,agropolis,REACS,Budgetallocated:67457€
220430,agropolis_220430_4_292,https://www.agropolis-fondation.fr/Determine-the-structure-and-function-of-a-new-family-of-small-molecules,Y,agropolis,Xanthomonapeptides,Budgetallocated:130258€
220430,agropolis_220430_4_293,https://www.agropolis-fondation.fr/Development-Ethics-and-the-Alliance-Approach-to-the-social-management-of,Y,agropolis,Developmet Ethics and the social management of innovations,Budgetallocated:19575€
220430,agropolis_220430_4_294,https://www.agropolis-fondation.fr/Development-Ethics-and-the-Alliance-Approach-to-the-social-management-of-1526,Y,agropolis,Developmet Ethics and the social management of innovations,Budgetallocated:19575€
220430,agropolis_220430_4_295,https://www.agropolis-fondation.fr/Development-of-a-system-for-high-throughput-functional-analysis-of-Magnaporthe,Y,agropolis,Development of a high-throughput system for the functional analysis of virulence effector proteins of Magnaporthe grisea,Budgetallocated:31393.64€
220430,agropolis_220430_4_296,https://www.agropolis-fondation.fr/Non-destructive-phenotyping-of-mandarin-fruits-qualitaty-using-Near-Infrared,Y,agropolis,Non-destructive quality phenotyping of mandarins,Budgetallocated:31200€
220430,agropolis_220430_4_297,https://www.agropolis-fondation.fr/PlantBioM-Development-of-a-toolbox-for-modeling-and-simulating-the-feedbacks,Y,agropolis,Development of a biomechanical toolbox – Acronym : PlantBioM.lib,Budgetallocated:15609.59€
220430,agropolis_220430_4_298,https://www.agropolis-fondation.fr/Development-of-a-wild-genome-association-study-based-on-the-genetic-diversity,Y,agropolis,GWASCOA,Budgetallocated:49660€
220430,agropolis_220430_4_299,https://www.agropolis-fondation.fr/Development-of-ecological-intensification-indicators-in-upland-rice-agroABSYSs,Y,agropolis,ADANSON,Budgetallocated:30000€
220430,agropolis_220430_4_300,https://www.agropolis-fondation.fr/Development-of-gentic-markers-monitoring-plant-water-potential,Y,agropolis,Water Potential Markers,Budgetallocated:29948€
220430,agropolis_220430_4_301,https://www.agropolis-fondation.fr/Development-of-new-phenolipids-based-on-olive-pomace-phenolic-compounds,Y,agropolis,New Phenolipids compounds from olive cultivars adapted to Brazilian environmental conditions,Budgetallocated:39280€
220430,agropolis_220430_4_302,https://www.agropolis-fondation.fr/Development-of-new-phenolipids-based-on-olive-pomace-phenolic-compounds-1534,Y,agropolis,New Phenolipids compounds from olive cultivars adapted to Brazilian environmental conditions,Budgetallocated:39280€
220430,agropolis_220430_4_303,https://www.agropolis-fondation.fr/Rubber-Tree-High-throughput-SNP-discovery-for-the-improvement-of-marker,Y,agropolis,RUTHIS,Budgetallocated:46280€
